,state,gender,median_home_val,total_baños,income,dist_playa,num_vecinos,num_habitaciones
418,OK,F,855.0,384.0,345.0,8.729166667,508.0,560.0
419,FL,M,578.0,323.0,228.32724142576936,10.64285714,275.0,323.0
420,MO,F,839.0,465.0,456.0,9.625,475.0,485.0
421,MO,F,662.0,436.0,424.0,11.92720882569726,444.0,456.0
422,KY,F,575.0,299.0,228.0,10.5,261.0,327.0
423,MN,F,281.0,207.0,176.0,5.909090909,208.0,235.0
424,CA,M,2803.0,616.0,478.75208851582323,12.2,546.0,620.0
425,GA,M,601.0,274.0,251.0374125396761,15.0,286.0,306.0
426,FL,M,828.0,396.0,401.0,12.5,451.0,451.0
427,CO,F,2408.0,952.0,906.0,15.0,924.0,961.0
428,NC,F,951.0,427.0,307.0,15.0,370.0,487.0
429,NC,F,722.0,325.0,327.0,20.85714286,382.6,371.0
430,CA,M,1811.0,405.0,350.0,13.75,440.0,466.0
431,MN,F,534.0,321.0,284.0,5.290322581,346.6,351.0
432,IN,F,866.0,453.0,414.0394266681953,12.002222035088776,454.0,472.0
433,IL,M,471.0,334.0,299.0,5.647058824,303.0,347.0
434,NM,F,987.0,544.0,405.0,25.0,490.0,599.0
435,TX,M,1102.0,639.0,613.0,25.0,483.2,676.0
436,F,M,658.0,318.0,305.0,6.318181818,353.0,376.0
437,FL,F,512.0,198.0,175.0,11.125,208.0,236.0
438,MI,M,886.0,458.0,367.0,11.28571429,433.0,497.0
439,F,M,1429.0,759.0,724.0,5.1875,755.0,813.0
440,IN,M,386.0,380.61,258.0,11.159370461728932,303.0,358.0
441,OR,F,740.0,259.0,211.0,10.0,257.0,369.2
442,F,F,543.0,314.0,306.0,10.91666667,343.4,337.0
443,WA,F,876.0,353.0,337.0,7.875,403.0,439.0
444,WI,F,900.0,524.0,488.0,7.692307692,537.0,563.0
445,FL,F,1171.0,323.0,272.0,11.306792771326952,329.0,383.0
446,F,M,1429.0,497.0,492.0,4.75,450.4,527.6
447,GA,F,858.0,418.0,388.0,12.053209970499777,467.8,494.0
448,LA,F,582.0,325.0,301.0,4.0,321.0,386.6
449,FL,F,902.0,413.0,410.0,10.0,460.0,386.8
450,F,F,356.0,236.0,229.0,12.33333333,219.0,225.0
451,IL,F,582.0,288.0,288.0,20.0,286.0,279.0
452,CA,M,2469.0,411.0,340.0,13.25,475.0,522.0
453,IL,F,1107.0,380.61,428.0,7.764705882,432.0,497.0
454,AL,M,746.0,409.0,366.0,11.708689709188397,399.0,433.0
455,CA,M,967.0,348.0,283.61535419354436,18.66666667,342.0,412.0
456,NC,M,1250.0,411.0,349.8899695731473,12.189292426817929,429.0,540.0
457,KY,F,139.0,106.0,63.0,3.3125,92.0,137.0
458,CA,M,1861.0,499.0,402.0,14.0,461.0,527.0
459,FL,F,1146.0,380.61,384.0,7.5,506.4,504.0
460,OK,F,415.0,262.0,212.0,9.333333333,281.0,325.0
461,NC,F,854.0,407.0,382.0,11.675581120673112,406.0,419.0
462,MI,M,496.0,317.0,301.0,8.833333333,378.4,372.0
463,FL,F,726.0,380.61,302.0,10.66666667,326.0,363.0
464,FL,M,1028.0,493.0,394.0,20.0,483.0,444.8
465,IL,M,1464.0,413.0,256.0,9.857142857,294.0,457.0
466,LA,F,719.0,337.0,313.0,6.428571429,373.0,391.0
467,WA,F,684.0,311.0,280.0,11.192302078482994,326.0,355.0
468,IL,F,376.0,380.61,268.0,6.217391304,304.0,344.0
469,TX,F,927.0,417.0,386.0,12.01891517656719,448.0,484.0
470,CA,F,1185.0,373.0,354.0,11.755985642345173,400.0,430.0
471,KY,F,453.0,260.0,215.0,8.307692308,266.0,302.0
472,F,F,747.0,489.0,429.98788479824185,10.0,475.0,503.0
473,IL,M,439.0,388.0,362.0,10.6,343.4,404.0
474,GA,F,935.0,439.0,419.0,11.21428571,510.0,541.0
475,FL,M,616.0,234.0,212.0,5.133333333,248.0,282.0
476,F,F,947.0,360.0,300.0,85.0,342.0,469.0
477,AZ,F,572.0,380.61,204.0,6.0,238.0,253.0
478,IL,M,675.0,298.0,278.0,11.22222222,341.0,409.0
479,KY,F,269.0,256.0,224.0,7.75,250.0,284.0
480,GA,M,471.0,307.0,282.0,10.33333333,451.8,298.0
481,F,M,604.0,337.0,314.0,15.0,304.0,327.0
482,IL,F,1219.0,472.0,417.0,3.722222222,494.0,432.8
483,MS,M,382.0,181.0,142.0,9.166666667,504.8,240.0
484,F,F,1699.0,657.0,462.0,13.56018697388621,581.0,787.0
485,AZ,F,1165.0,514.0,489.0,11.5,519.0,539.0
486,F,F,803.0,429.0,413.0,4.069767442,378.2,473.0
487,MI,F,394.0,293.0,229.0,3.7,264.0,308.0
488,SC,F,490.0,341.0,328.0,19.6,336.0,380.4
489,CA,F,949.0,380.61,264.0,12.5,321.0,411.0
490,MN,M,849.0,368.0,344.0,11.65320832873074,398.2,428.0
491,CA,F,1372.0,380.61,377.91101111088534,15.0,421.0,449.0
492,TX,F,358.0,325.0,307.0,6.933333333,342.0,379.0
493,IN,F,325.0,231.0,144.0,15.0,178.0,405.2
494,FL,F,355.0,224.0,198.21616954408685,20.0,229.0,244.0
495,F,F,713.0,259.0,176.0,10.833685450523369,274.8,321.0
496,NC,F,1208.0,494.0,439.0,14.0,516.0,587.0
497,LA,M,550.0,313.0,294.0,7.291666667,303.0,319.0
498,OK,F,450.0,391.0,378.0,11.68181818,323.2,432.0
499,AZ,F,1460.0,633.0,617.9640276356627,13.305571296385143,659.0,663.0
500,F,F,478.0,337.0,313.8106843949741,7.3125,352.0,374.0
501,AZ,F,1165.0,514.0,489.0,12.14285714,304.2,539.0
502,F,F,694.0,321.0,319.0,11.280111951743377,342.0,362.0
503,IN,F,744.0,457.0,396.0,8.0,432.0,492.0
504,CA,F,875.0,330.0,280.0,11.75,326.0,385.8
505,IA,F,354.0,248.0,222.0,7.8,253.0,269.0
506,FL,F,1675.0,505.0,336.0,20.0,456.8,568.0
507,LA,F,421.0,233.0,194.0,10.0,488.6,247.0
508,TX,F,782.0,469.0,524.0,12.581592757160665,565.0,545.0
509,NM,F,574.0,268.0,212.0,20.0,256.0,300.0
510,GA,F,1067.0,529.0,481.0,11.25,363.8,506.0
511,F,F,1175.0,619.0,586.0,4.5,626.0,662.0
512,CA,M,916.0,321.0,242.0,22.0,404.0,369.0
513,FL,F,566.0,242.0,218.0,5.6,249.0,422.6
514,NC,M,525.0,346.0,333.0,6.923076923,364.0,399.0
515,CA,M,1582.0,335.0,289.63058664391275,14.25,330.0,359.0
516,FL,M,1006.0,398.0,282.0,4.066666667,383.0,460.0
517,TN,M,345.0,197.0,159.0,20.0,233.0,277.0
518,OR,M,431.0,260.0,213.0,9.0,242.0,266.0
519,CA,F,2457.0,445.0,381.0,12.5,472.0,531.0
520,TX,F,385.0,380.61,185.0,8.666666667,288.0,348.0
521,NC,F,1136.0,512.0,505.0,13.4,553.0,579.0
522,IL,F,623.0,294.0,255.0,4.416666667,283.0,285.0
523,F,M,673.0,394.0,354.0,5.739130435,406.0,438.0
524,KY,F,582.0,359.0,254.0,6.357142857,297.0,364.0
525,CA,F,1468.0,363.0,327.6953683124157,10.66666667,361.0,371.0
526,TX,M,764.0,363.0,320.0,20.0,377.0,390.6
527,F,F,1274.0,462.0,405.0,4.454545455,404.0,439.0
528,CA,M,1749.0,281.0,248.93927218140368,10.991932472018853,291.0,327.0
529,F,M,1509.0,617.0,545.0,11.125,310.6,680.0
530,F,M,816.0,384.0,357.0,11.6,413.0,458.0
531,CA,F,905.0,241.0,223.0,6.111111111,244.0,263.0
532,F,F,1027.0,451.0,444.0,12.074533276985704,475.0,475.0
533,TN,F,871.0,501.0,464.0,9.0,503.0,539.0
534,CA,F,2833.0,380.61,207.0,3.705882353,282.0,278.0
535,IN,M,428.0,319.0,240.0,8.0,268.0,385.8
536,CA,M,1088.0,308.0,278.0,7.285714286,335.0,411.6
537,NM,F,1304.0,222.0,205.0,17.09090909,288.0,330.0
538,CA,M,1859.0,407.0,434.0479586885239,4.272727273,465.0,461.0
539,F,M,595.0,363.0,339.0,5.954545455,344.6,386.0
540,TX,F,396.0,249.0,195.0,10.706326013120773,246.0,287.0
541,AZ,F,594.0,186.0,155.0,7.8,206.0,228.0
542,OR,M,538.0,380.61,121.0,9.307692308,169.0,222.0
543,AR,F,332.0,222.0,170.0,10.589447647792811,233.0,269.0
544,CA,F,1875.0,138.0,58.096751467704024,8.333333333,96.0,138.0
545,AR,F,1094.0,486.0,463.0,12.0,517.0,543.0
546,TX,M,386.0,287.0,226.67297473888564,17.4,275.0,327.0
547,TX,M,1565.0,741.0,763.635059569208,12.4,838.0,905.0
548,MI,M,246.0,174.0,161.0,10.444799647273973,205.0,274.0
549,CA,F,1185.0,368.0,338.0,6.666666667,402.0,445.0
550,CA,F,2438.0,672.0,508.8200988886083,40.75,588.0,687.0
551,NC,F,824.0,305.0,285.0,20.0,333.0,356.0
552,WI,M,535.0,303.0,192.0,6.285714286,263.0,374.0
553,IL,M,1008.0,496.0,450.0,12.30769231,463.0,540.0
554,TN,F,848.0,488.0,466.0,10.0,509.0,386.8
555,CA,M,1158.0,398.0,369.0,5.75,373.0,386.0
556,TX,M,1139.0,566.0,303.0,17.5,455.0,633.0
557,TX,M,468.0,295.0,254.0,8.0,306.0,337.0
558,CA,F,675.0,379.0,172.0,12.5,242.0,322.0
559,WI,F,533.0,380.61,324.0,9.689655172,337.0,348.0
560,CA,M,1486.0,406.0,361.0,12.75,489.0,528.0
561,IL,M,1250.0,576.0,537.0,12.851509461620147,572.0,700.8
562,F,M,1991.0,538.0,478.0,8.636363636,615.0,692.0
563,OR,F,404.0,258.0,199.0,10.0,250.0,386.8
564,AL,F,413.0,306.0,72.0,5.115384615,132.0,246.0
565,CA,M,2094.0,606.0,593.9062721202203,11.46153846,639.0,654.0
566,IN,F,818.0,380.61,302.0,5.642857143,345.0,444.0
567,NC,F,671.0,325.0,261.0,10.6,307.0,411.6
568,NC,M,621.0,342.0,300.0,6.705882353,299.0,351.0
569,AR,F,377.0,212.0,173.0,5.0,225.0,261.0
570,CA,M,1993.0,472.0,442.0,4.5,484.0,520.0
571,WA,F,1493.0,380.61,248.0,14.0,399.8,293.0
572,CA,M,2973.0,674.0,614.0,25.0,656.0,721.0
573,IL,F,1028.0,234.0,208.0,21.09090909,220.0,263.0
574,MI,M,973.0,521.0,506.0,7.2,461.0,571.0
575,GA,F,505.0,236.0,185.0,12.5,227.0,276.0
576,MI,M,524.0,296.0,259.0,8.666666667,276.0,353.0
577,CA,F,1851.0,531.0,481.0271797616071,20.0,530.0,563.0
578,WI,M,923.0,481.0,373.0,6.818181818,402.0,497.0
579,IL,F,1401.0,474.0,420.0,19.4,414.8,456.2
580,TX,F,740.0,422.0,388.0,8.714285714,487.0,569.0
581,F,M,2442.0,993.0,641.0,14.61143368336041,764.0,931.0
582,WA,F,1654.0,380.61,305.0,20.0,377.0,457.0
583,F,M,500.0,438.0,321.19669755829415,12.05555556,381.0,451.0
584,OR,M,642.0,355.0,323.0,11.42125613905837,356.0,381.6
585,TX,M,430.0,256.0,218.1196184019861,8.666666667,264.0,311.0
586,FL,M,692.0,266.0,200.18701460286553,7.6,249.0,304.0
587,OK,F,1062.0,550.0,486.0,12.695220238064339,555.0,584.0
588,F,M,1375.0,383.0,353.0,9.5625,362.0,327.8
589,TX,F,2469.0,767.0,346.0,13.627201171633427,559.0,835.0
590,F,M,1472.0,580.0,524.3731823103652,12.980844773846595,583.0,634.0
591,FL,F,637.0,394.0,339.0,4.5,380.0,411.0
592,NV,M,1557.0,311.0,290.0,11.252314205872423,342.0,361.0
593,TX,F,1072.0,380.61,529.0,7.833333333,579.0,663.0
594,IL,M,326.0,256.0,195.6190890986511,11.4,242.0,292.0
595,CA,M,1277.0,245.0,220.0,10.765700715788158,274.0,285.0
596,F,M,685.0,465.0,346.9933908349613,14.88888889,354.0,441.0
597,TX,F,458.0,238.0,199.0,7.778333333,250.0,268.0
598,F,F,695.0,305.0,283.0,5.9375,337.0,377.0
599,FL,F,883.0,421.0,374.0,7.083333333,417.0,466.0
600,OR,M,672.0,383.0,376.65435393119964,7.894736842,422.0,455.0
601,NC,M,740.0,295.0,279.0,31.75,328.0,398.0
602,F,F,1074.0,504.0,504.09380391065554,12.811712725702025,560.0,624.8
603,F,M,685.0,422.0,409.0,9.4,436.0,463.0
604,CA,F,1403.0,430.0,419.0,9.4,480.0,505.0
605,TX,M,838.0,366.0,337.0,8.888888889,441.0,496.0
606,MI,F,460.0,279.0,237.0,13.85714286,281.0,315.0
607,CA,F,1578.0,380.61,258.39522059284144,9.118235294,432.8,337.0
608,TX,F,944.0,509.0,441.278950475273,14.5,492.0,532.0
609,SC,M,2817.0,863.0,767.0,6.25,866.0,917.0
610,NC,F,498.0,284.0,243.0,7.833333333,285.0,326.0
611,F,F,395.0,380.61,189.0,6.857142857,215.0,252.0
612,FL,F,651.0,287.0,271.0,10.9,303.0,325.0
613,MS,M,366.0,182.0,132.0,12.75,305.4,229.0
614,CA,F,2280.0,397.0,353.0,5.484848485,419.0,467.0
615,AL,M,387.0,252.0,203.0,10.68462899746738,244.0,281.0
616,GA,F,550.0,211.0,144.0,14.0,206.0,253.0
617,CO,F,660.0,380.61,183.0,4.090909091,235.0,251.0
618,F,M,738.0,350.0,313.0,11.575985817558871,372.0,409.0
619,GA,F,718.0,256.0,206.0,5.8125,254.0,295.0
620,TX,M,469.0,380.61,223.0,21.63636364,241.0,270.0
621,NE,F,318.0,250.0,216.0,21.85,404.0,265.0
622,NV,F,1181.0,380.61,451.0,17.83333333,494.0,521.0
623,IA,F,386.0,276.0,232.0,5.0,274.0,313.0
624,KY,F,685.0,380.61,288.0,11.181622519706487,320.0,389.0
625,MO,M,464.0,310.0,240.00810973278777,19.28571429,283.0,322.0
626,GA,F,1245.0,634.0,618.0,7.285714286,687.0,705.0
627,OK,F,553.0,220.0,176.0,7.53125,235.0,275.0
628,CA,F,1869.0,358.0,358.0,20.0,400.0,359.0
629,WI,M,360.0,217.0,198.0,3.555555556,248.0,269.0
630,WI,F,432.0,300.0,203.0,8.125,226.0,488.0
631,NC,M,807.0,374.0,329.0,11.69863327481588,390.0,409.8
632,TX,F,786.0,460.0,421.0,12.33333333,393.0,453.0
633,NV,F,1270.0,419.0,447.0,8.833333333,476.0,472.0
634,AL,M,472.0,218.0,212.2341181614081,9.777777778,257.0,302.0
635,IN,F,472.0,308.0,305.0,6.578947368,306.0,322.0
636,SC,M,824.0,371.0,348.0,9.166666667,365.0,340.4
637,SC,F,2156.0,319.0,331.0,11.625,419.0,401.0
638,AZ,M,906.0,380.61,396.0,9.666666667,443.0,485.0
639,NC,F,481.0,204.0,162.0,10.36363636,212.0,247.0
640,NM,F,560.0,380.61,259.0,14.2,295.0,345.0
641,NC,M,475.0,186.0,158.55913920696375,4.909090909,201.0,245.0
642,WI,F,567.0,158.0,149.0,5.0,210.0,223.0
643,CA,F,574.0,243.0,223.0,23.11111111,241.0,263.0
644,KS,F,430.0,333.0,236.0,9.0,314.0,388.0
645,FL,M,711.0,351.0,266.0,10.66666667,305.0,371.4
646,FL,M,576.0,326.0,326.0,8.333333333,353.0,339.0
647,MI,F,786.0,443.0,381.0,17.5,422.0,479.0
648,FL,M,710.0,446.0,390.99086056807465,14.77777778,442.0,472.8
649,AZ,F,433.0,183.0,194.0,7.5,196.0,183.0
650,OR,F,1027.0,584.0,447.0,42.08333333,520.0,633.0
651,MI,M,475.0,295.0,239.0,7.5625,291.0,319.0
652,FL,M,568.0,256.0,221.0,10.942898706470766,273.0,328.0
653,CA,M,1035.0,339.0,328.0,4.15,298.0,313.0
654,IL,F,1671.0,664.0,662.0,9.2,700.0,711.0
655,KS,F,605.0,335.0,306.0,6.285714286,343.0,362.0
656,TX,F,262.0,206.0,163.0,10.0625,226.0,260.0
657,GA,M,593.0,341.0,301.0,9.643571429,532.6,361.0
658,TX,M,491.0,384.0,356.0,16.125,357.0,387.0
659,MI,F,301.0,208.0,205.0,13.25,246.0,256.0
660,IL,F,560.0,384.0,296.0,11.336349100890862,340.0,379.0
661,NV,F,617.0,202.0,168.0,12.91666667,239.0,259.0
662,TX,M,481.0,248.0,195.0,7.823529412,265.0,307.0
663,MI,M,602.0,366.0,336.0,11.44952105242264,363.0,391.0
664,IL,F,469.0,241.0,230.2387429165753,10.875,437.0,304.0
665,MO,M,1191.0,536.0,454.83017586481094,10.0,515.0,575.0
666,TX,F,547.0,337.0,309.0,16.4,340.0,377.0
667,GA,F,659.0,338.0,250.0,11.50641548440766,395.0,432.0
668,IN,M,347.0,221.0,213.0,5.5,366.8,275.0
669,GA,M,871.0,426.0,408.0,11.33333333,452.0,476.0
670,IN,M,682.0,432.0,367.0,5.403846154,395.0,448.0
671,WA,F,987.0,408.0,393.0,11.741315368440695,420.0,427.0
672,OK,M,389.0,218.0,177.0,4.8,211.0,248.0
673,MI,M,448.0,309.0,334.193228439164,10.5,354.8,415.6
674,FL,F,786.0,371.0,352.0,3.444444444,384.0,423.0
675,F,M,542.0,380.61,204.30230806618147,7.444444444,239.0,262.0
676,IL,F,300.0,163.0,87.0,4.838709677,134.0,185.0
677,NE,M,475.0,360.0,318.0,11.26547724170106,324.0,366.0
678,WI,F,902.0,507.0,477.0,15.0,500.0,517.0
679,MI,M,684.0,523.0,461.0,5.75,503.0,543.0
680,WA,F,705.0,380.61,337.0,12.33263098238897,449.0,569.0
681,AZ,F,815.0,439.0,229.79868442317454,10.0,322.0,472.0
682,MN,F,780.0,485.0,477.0,3.113636364,488.0,507.0
683,TX,F,496.0,218.0,234.0,10.645819044527663,260.0,259.0
684,GA,F,510.0,338.0,276.0,17.42857143,305.0,347.0
685,MO,F,787.0,271.0,208.0,13.33333333,264.0,356.0
686,OK,F,454.0,380.61,312.0,9.0,302.0,306.0
687,AZ,M,762.0,396.0,375.0,22.5,418.0,437.0
688,CA,F,813.0,360.0,297.0,22.8125,348.0,406.8
689,WA,F,1375.0,510.0,285.0,63.03571429,330.0,443.0
690,AR,M,704.0,374.0,222.0,11.531625360148,295.0,461.0
691,KY,F,483.0,237.0,169.0,9.545454546,216.0,269.0
692,LA,M,1903.0,265.0,213.0,11.149260304861524,274.0,379.0
693,MI,F,497.0,380.61,350.0,3.08,357.0,384.0
694,NV,F,2368.0,827.0,634.1297319073793,13.2,723.0,833.0
695,IA,F,374.0,305.0,175.70835638892015,5.538461539,225.0,283.0
696,F,F,508.0,303.0,240.0,5.571428571,377.0,427.0
697,F,M,676.0,172.0,156.0,12.13333333,201.0,203.0
698,MI,M,805.0,506.0,382.0,21.16666667,421.0,507.0
699,IL,M,732.0,416.0,409.0,11.954088720575005,450.0,463.0
700,MN,F,737.0,383.0,302.0,5.071428571,357.0,445.0
701,MS,M,600.0,255.0,254.0,10.861090164654915,292.0,294.0
702,IA,M,686.0,449.0,341.24247228605117,12.75,408.0,492.0
703,MI,M,500.0,385.0,155.0,7.0,263.0,423.0
704,FL,F,877.0,380.0,344.68984810241176,8.578947368,392.0,432.0
705,NC,F,674.0,381.0,294.0,6.266666667,347.0,405.0
706,MS,F,338.0,195.0,158.0,7.818181818,197.0,227.0
707,OR,F,835.0,244.0,197.57683374575973,11.875,240.0,434.6
708,F,F,925.0,363.0,129.0,15.46428571,215.0,441.0
709,MI,F,483.0,393.0,341.0,11.647176945136637,382.0,430.0
710,F,F,1290.0,559.0,515.0,10.0,488.6,624.0
711,WA,F,938.0,319.0,297.0,11.335941399166739,344.0,379.0
712,CA,M,2741.0,380.61,618.0,12.4,586.0,558.0
713,TX,F,546.0,244.0,201.0,10.0,270.0,319.0
714,GA,F,894.0,481.0,423.0,11.5,429.4,469.2
715,NC,F,969.0,562.0,515.0,25.0,544.0,596.0
716,OK,M,493.0,305.0,244.0,15.0,273.0,337.0
717,TN,F,386.0,231.0,177.0,15.0,220.0,251.0
718,CA,F,1034.0,249.0,176.0,10.68344470278329,222.0,295.0
719,MO,M,834.0,409.0,383.0,8.214285714,382.0,413.0
720,TX,M,588.0,272.0,237.0,7.4,292.0,329.0
721,NC,M,429.0,259.0,232.0,3.6875,253.0,286.0
722,OK,M,737.0,420.0,397.0,15.0,420.0,456.0
723,WI,M,565.0,406.0,332.0,10.55555556,336.8,383.0
724,F,M,1083.0,502.0,450.0,11.125,506.0,557.0
725,MO,F,442.0,210.0,213.0,5.166666667,353.4,259.0
726,FL,M,1642.0,551.0,522.0,13.096572158686623,611.0,651.0
727,CA,M,1483.0,333.0,306.0,14.07692308,382.0,416.0
728,WI,F,940.0,465.0,428.0,15.0,452.0,495.0
729,CA,F,2012.0,316.0,225.0,11.172102991334242,294.0,374.0
730,NC,F,517.0,180.0,123.0,12.0,194.0,231.0
731,CA,F,1773.0,306.0,292.0,15.0,346.0,367.0
732,CA,M,946.0,436.0,382.0,6.0,465.0,524.0
733,AZ,F,1149.0,566.0,563.0,8.555555556,598.0,606.0
734,LA,M,729.0,444.0,407.0,4.875,448.0,483.0
735,WA,F,2375.0,358.0,327.0,11.55555556,307.4,377.0
736,CA,M,2312.0,380.61,456.0,12.656226526016813,531.0,572.2
737,IL,F,1063.0,322.0,269.0,11.30355772220583,304.0,393.0
738,LA,F,629.0,277.0,210.0,9.5,546.8,327.0
739,TX,M,1247.0,617.0,612.408782268177,10.15384615,672.0,718.0
740,OR,F,807.0,388.0,351.0,11.60548280567134,377.0,420.0
741,IN,F,679.0,247.0,236.0,47.18181818,304.0,328.0
742,FL,M,1395.0,509.0,516.8221107347255,20.875,580.0,642.0
743,TN,M,576.0,380.61,216.0,17.625,295.0,339.0
744,IL,F,1355.0,567.0,522.7472104185309,3.8,593.0,670.0
745,CA,F,2679.0,470.0,445.0,6.583333333,535.0,572.0
746,F,F,638.0,380.61,470.0,9.5,488.0,521.0
747,IL,M,359.0,218.0,88.0,3.583333333,159.0,329.0
748,CA,F,1246.0,296.0,300.8332793038419,7.5,339.0,362.0
749,NC,F,631.0,324.0,286.0,11.283553427218795,333.0,373.0
750,WA,F,429.0,302.0,266.0,5.5,310.0,343.0
751,CA,F,955.0,332.0,329.0,12.33333333,346.0,359.0
752,F,M,810.0,354.0,320.0,9.090909091,368.0,393.0
753,WA,M,699.0,208.0,262.0,15.0,301.0,299.0
754,AZ,F,1239.0,365.0,348.0,11.673300475770374,399.0,428.0
755,F,M,2241.0,822.0,584.0,15.0,716.0,904.0
756,F,M,1432.0,380.61,420.0,7.2,453.0,461.0
757,F,F,609.0,357.0,263.0,11.136234931900699,301.0,355.0
758,MI,F,889.0,368.0,328.0,10.66666667,391.0,431.0
759,WA,M,791.0,563.0,565.0,4.407407407,566.0,571.0
760,NM,F,629.0,197.0,170.0,10.449705660153418,214.0,243.0
761,CA,F,2128.0,472.0,470.0,12.618520395670979,559.0,567.0
762,WA,F,645.0,376.0,359.0,7.666666667,360.0,381.0
763,FL,F,1344.0,403.0,335.0,9.5,377.0,446.0
764,IL,M,821.0,371.0,334.0,10.0,434.0,415.2
765,TN,F,386.0,231.0,177.0,10.541973599288472,220.0,266.8
766,AR,M,361.0,182.0,145.0,10.36258067949287,199.0,233.0
767,IA,F,583.0,371.0,310.0,8.5,385.0,452.0
768,IL,M,1711.0,542.0,479.0,13.0,629.0,683.0
769,WA,F,700.0,415.0,322.0,11.33333333,356.0,385.6
770,OR,F,904.0,446.0,339.0,10.6,442.0,418.2
771,FL,M,833.0,350.0,277.0,12.14285714,329.0,387.0
772,WA,M,957.0,417.0,418.0,15.0625,423.0,438.0
773,IL,F,607.0,371.0,279.0,15.0,334.0,442.0
774,TX,M,631.0,278.0,273.0,25.0,288.0,294.0
775,WI,M,470.0,355.0,234.0,25.0,271.0,320.8
776,IA,F,342.0,214.0,209.0,7.0,241.0,261.0
777,NC,M,668.0,308.0,296.0,15.0,317.0,337.0
778,KY,M,313.0,380.61,142.0,15.0,210.0,251.0
779,TX,M,427.0,464.0,455.0,15.25,538.0,580.0
780,MI,F,886.0,536.0,490.0,42.5,570.0,606.0
781,MN,M,480.0,184.0,176.28178361027116,5.916666667,214.0,246.0
782,FL,M,809.0,319.0,303.0,16.33333333,342.0,361.0
783,AL,M,453.0,380.61,219.0,3.782608696,263.0,299.0
784,F,F,1609.0,435.0,346.0,3.152173913,404.0,435.0
785,GA,F,442.0,380.61,218.0,9.166666667,290.4,286.0
786,IN,F,351.0,214.0,192.0,20.0,212.0,235.0
787,IA,F,614.0,317.0,222.0,8.666666667,305.0,363.0
788,CO,M,881.0,332.0,342.54151738291915,14.8,375.0,382.0
789,SC,F,616.0,380.61,324.0,8.5,348.0,361.0
790,MN,F,522.0,292.0,227.0,20.0,294.0,347.0
791,CA,F,1184.0,341.0,316.4179325166273,9.875,352.0,368.0
792,MI,M,1348.0,712.0,662.0,6.2,752.0,788.0
793,NC,F,683.0,398.0,343.0,7.214285714,377.0,441.0
794,MN,F,604.0,338.0,318.0,6.590909091,356.0,376.0
795,WI,F,1167.0,576.0,558.0,12.998778024859622,597.0,626.0
796,IN,M,836.0,431.0,222.0,8.947368421,347.0,442.0
797,CA,F,1349.0,418.0,370.0,11.95302693198438,423.4,480.0
798,IA,F,586.0,413.0,349.0,7.3,404.0,465.0
799,WA,M,842.0,380.61,420.0,16.4,476.0,494.0
800,FL,F,556.0,277.0,246.0,9.818181818,292.0,330.0
801,CA,M,1467.0,323.0,311.0,7.333333333,356.0,392.0
802,WI,M,1304.0,484.0,551.8487108416415,10.0,595.0,609.0
803,AZ,F,616.0,423.0,359.55668791599004,14.8,406.0,443.0
804,MI,M,497.0,296.0,275.0,6.368421053,343.0,369.0
805,GA,F,1149.0,460.0,420.0,23.33333333,469.0,467.6
806,SC,M,514.0,224.0,205.0,10.0,226.0,238.0
807,MI,M,870.0,345.0,319.0,9.571428571,357.0,398.0
808,CA,M,2680.0,506.0,314.0,20.0,402.0,517.0
809,WI,F,556.0,275.0,246.52494679404515,10.33333333,268.0,258.0
810,AZ,F,624.0,326.0,284.0,11.22313558691268,324.0,375.8
811,FL,F,736.0,293.0,262.0,11.239178246192491,321.0,373.2
812,GA,M,364.0,307.0,246.0,8.833333333,287.0,325.0
813,CA,F,1709.0,518.0,511.0,15.0,527.0,537.0
814,MI,M,713.0,313.0,300.0,6.0,323.0,364.0
815,FL,F,556.0,358.0,318.0,9.428571429,320.0,352.0
816,FL,F,1567.0,391.0,392.0,6.5625,434.0,409.0
817,OR,F,953.0,379.0,319.0,15.57142857,387.0,455.0
818,TX,M,492.0,260.0,244.0,19.375,284.0,301.0
819,AZ,F,847.0,238.0,165.0097228053265,11.5,225.0,308.0
820,CA,F,2645.0,655.0,644.0,8.75,682.0,697.0
821,CA,F,1952.0,365.0,335.0,13.0,367.0,398.0
822,MI,M,473.0,338.0,327.0,13.5,348.0,363.0
823,CA,M,2213.0,447.0,447.0,12.170246876523933,491.0,491.0
824,CA,F,1455.0,417.0,376.0,6.35,393.0,426.0
825,MO,F,393.0,258.0,216.0,10.0,258.0,301.0
826,CA,F,2453.0,451.0,438.0,5.8125,436.0,475.0
827,TX,M,533.0,276.0,251.55630320932693,13.375,287.0,308.0
828,FL,F,1044.0,318.0,366.0,13.16666667,458.0,499.0
829,KY,M,702.0,348.0,308.0,11.288230414999813,337.0,403.4
830,TX,M,852.0,380.61,516.0,14.62347826,535.0,556.0
831,OK,M,1045.0,538.0,528.0,15.0,604.0,618.0
832,TX,F,919.0,562.0,425.0,17.92307692,371.4,697.0
833,WA,F,755.0,380.61,189.42437745885246,16.5,244.0,313.0
834,NV,F,1383.0,464.0,410.0,7.0,499.0,562.0
835,TX,M,438.0,213.0,213.0,26.0,265.0,264.0
836,FL,F,1187.0,380.61,370.9047770589444,11.66666667,389.4,469.0
837,WA,F,1617.0,414.0,398.0,12.068742932776038,457.0,490.0
